Date,Time ,Level_cm,Cal_point_cm,Corrected_level_cm,
10/2/2013,0:00,-10.3,28.4,18.1,
10/2/2013,12:00,-11,28.4,17.4,
10/3/2013,0:00,-10.4,28.4,18,
10/3/2013,12:00,-9.4,28.4,19,
10/4/2013,0:00,-9.4,28.4,19,
10/4/2013,12:00,-9.5,28.4,18.9,
10/5/2013,0:00,-9.3,28.4,19.1,
10/5/2013,12:00,-9.3,28.4,19.1,
10/6/2013,0:00,-9.4,28.4,19,
10/6/2013,12:00,-11.2,28.4,17.2,
10/7/2013,0:00,-11.3,28.4,17.1,
10/7/2013,12:00,-11.4,28.4,17,
10/8/2013,0:00,-10.7,28.4,17.7,
10/8/2013,12:00,-11.3,28.4,17.1,
10/9/2013,0:00,-10.5,28.4,17.9,
10/9/2013,12:00,-11.2,28.4,17.2,
10/10/2013,0:00,-11.1,28.4,17.3,
10/10/2013,12:00,-11.4,28.4,17,
10/11/2013,0:00,-9.7,28.4,18.7,
10/11/2013,12:00,-10.4,28.4,18,
10/12/2013,0:00,-9.3,28.4,19.1,
10/12/2013,12:00,-9.2,28.4,19.2,
10/13/2013,0:00,-9.8,28.4,18.6,
10/13/2013,12:00,-10,28.4,18.4,
10/14/2013,0:00,-10.6,28.4,17.8,
10/14/2013,12:00,-11.5,28.4,16.9,
10/15/2013,0:00,-9.7,28.4,18.7,
10/15/2013,12:00,-8.9,28.4,19.5,
10/16/2013,0:00,-8.8,28.4,19.6,
10/16/2013,12:00,-10.8,28.4,17.6,
10/17/2013,0:00,-10.9,28.4,17.5,
10/17/2013,12:00,-11,28.4,17.4,
10/18/2013,0:00,-11.1,28.4,17.3,
10/18/2013,12:00,-11.4,28.4,17,
10/19/2013,0:00,-11.4,28.4,17,
10/19/2013,12:00,-12.1,28.4,16.3,
10/20/2013,0:00,-11.4,28.4,17,
10/20/2013,12:00,-11.6,28.4,16.8,
10/21/2013,0:00,-10.9,28.4,17.5,
10/21/2013,12:00,-10.1,28.4,18.3,
10/22/2013,0:00,-12.3,28.4,16.1,
10/22/2013,12:00,-12.5,28.4,15.9,
10/23/2013,0:00,-11.8,28.4,16.6,
10/23/2013,12:00,-13,28.4,15.4,
10/24/2013,0:00,-12.7,28.4,15.7,
10/24/2013,12:00,-12.8,28.4,15.6,
10/25/2013,0:00,-12.6,28.4,15.8,
10/25/2013,12:00,-12.9,28.4,15.5,
10/26/2013,0:00,-12.8,28.4,15.6,
10/26/2013,12:00,-11.8,28.4,16.6,
10/27/2013,0:00,-11.9,28.4,16.5,
10/27/2013,12:00,-12.8,28.4,15.6,
10/28/2013,0:00,-11,28.4,17.4,
10/28/2013,12:00,-12.2,28.4,16.2,
10/29/2013,0:00,-11.1,28.4,17.3,
10/29/2013,12:00,-11.9,28.4,16.5,
10/30/2013,0:00,-10.3,28.4,18.1,
10/30/2013,12:00,-10.2,28.4,18.2,
10/31/2013,0:00,-10.4,28.4,18,
10/31/2013,12:00,-8.5,28.4,19.9,
11/1/2013,0:00,-10.5,28.4,17.9,
11/1/2013,12:00,-11.1,28.4,17.3,
11/2/2013,0:00,-10.4,28.4,18,
11/2/2013,12:00,-12,28.4,16.4,
11/3/2013,0:00,-13,28.4,15.4,
11/3/2013,12:00,-13.9,28.4,14.5,
11/4/2013,0:00,-13.8,28.4,14.6,
11/4/2013,12:00,-13.5,28.4,14.9,
11/5/2013,0:00,-10.9,28.4,17.5,
11/5/2013,12:00,-12.1,28.4,16.3,
11/6/2013,0:00,-10.3,28.4,18.1,
11/6/2013,12:00,-9.1,28.4,19.3,
11/7/2013,0:00,-12.6,28.4,15.8,
11/7/2013,12:00,-13.3,28.4,15.1,
11/8/2013,0:00,-13.5,28.4,14.9,
11/8/2013,12:00,-14.1,28.4,14.3,
11/9/2013,0:00,-13.2,28.4,15.2,
11/9/2013,12:00,-12.5,28.4,15.9,
11/10/2013,0:00,-13.2,28.4,15.2,
11/10/2013,12:00,-13.7,28.4,14.7,
11/11/2013,0:00,-13.1,28.4,15.3,
11/11/2013,12:00,-13.2,28.4,15.2,
11/12/2013,0:00,-13.5,28.4,14.9,
11/12/2013,12:00,-13.9,28.4,14.5,
11/13/2013,0:00,-13.8,28.4,14.6,
11/13/2013,12:00,-14.2,28.4,14.2,
11/14/2013,0:00,-13.6,28.4,14.8,
11/14/2013,12:00,-13.9,28.4,14.5,
11/15/2013,0:00,-12.3,28.4,16.1,
11/15/2013,12:00,-13.5,28.4,14.9,
11/16/2013,0:00,-11,28.4,17.4,
11/16/2013,12:00,-10.4,28.4,18,
11/17/2013,0:00,-10.3,28.4,18.1,
11/17/2013,12:00,-11.5,28.4,16.9,
11/18/2013,0:00,-11.7,28.4,16.7,
11/18/2013,12:00,-14.3,28.4,14.1,
11/19/2013,0:00,-14.2,28.4,14.2,
11/19/2013,12:00,-14.7,28.4,13.7,
11/20/2013,0:00,-14.4,28.4,14,
11/20/2013,12:00,-14.7,28.4,13.7,
11/21/2013,0:00,-13.6,28.4,14.8,
11/21/2013,12:00,-12.5,28.4,15.9,
11/22/2013,0:00,-10,28.4,18.4,
11/22/2013,12:00,-13.6,28.4,14.8,
11/23/2013,0:00,-13.9,28.4,14.5,
11/23/2013,12:00,-15,28.4,13.4,
11/24/2013,0:00,-15.1,28.4,13.3,
11/24/2013,12:00,-15.4,28.4,13,
11/25/2013,0:00,-15,28.4,13.4,
11/25/2013,12:00,-14.6,28.4,13.8,
11/26/2013,0:00,-14,28.4,14.4,
11/26/2013,12:00,-14,28.4,14.4,
11/27/2013,0:00,-14.4,28.4,14,
11/27/2013,12:00,-15,28.4,13.4,
11/28/2013,0:00,-14.8,28.4,13.6,
11/28/2013,12:00,-14.9,28.4,13.5,
11/29/2013,0:00,-14.8,28.4,13.6,
11/29/2013,12:00,-15.4,28.4,13,
11/30/2013,0:00,-14.5,28.4,13.9,
11/30/2013,12:00,-15.1,28.4,13.3,
12/1/2013,0:00,-13.6,28.4,14.8,
12/1/2013,12:00,-13.9,28.4,14.5,
12/2/2013,0:00,-11.5,28.4,16.9,
12/2/2013,12:00,-13.8,28.4,14.6,
12/3/2013,0:00,-11.6,28.4,16.8,
12/3/2013,12:00,-12.2,28.4,16.2,
12/4/2013,0:00,-11.5,28.4,16.9,
12/4/2013,12:00,-11.8,28.4,16.6,
12/5/2013,0:00,-12,28.4,16.4,
12/5/2013,12:00,-13.6,28.4,14.8,
12/6/2013,0:00,-14.2,28.4,14.2,
12/6/2013,12:00,-14.8,28.4,13.6,
12/7/2013,0:00,-15.2,28.4,13.2,
12/7/2013,12:00,-15.6,28.4,12.8,
12/8/2013,0:00,-15.6,28.4,12.8,
12/8/2013,12:00,-15.4,28.4,13,
12/9/2013,0:00,-14.7,28.4,13.7,
12/9/2013,12:00,-15.3,28.4,13.1,
12/10/2013,0:00,-15.5,28.4,12.9,
12/10/2013,12:00,-15.9,28.4,12.5,
12/11/2013,0:00,-15.6,28.4,12.8,
12/11/2013,12:00,-15.5,28.4,12.9,
12/12/2013,0:00,-15.7,28.4,12.7,
12/12/2013,12:00,-16.2,28.4,12.2,
12/13/2013,0:00,-15.4,28.4,13,
12/13/2013,12:00,-15.7,28.4,12.7,
12/14/2013,0:00,-15.1,28.4,13.3,
12/14/2013,12:00,-13.9,28.4,14.5,
12/15/2013,0:00,-14.7,28.4,13.7,
12/15/2013,12:00,-15.5,28.4,12.9,
12/16/2013,0:00,-15.4,28.4,13,
12/16/2013,12:00,-15.4,28.4,13,
12/17/2013,0:00,-14.8,28.4,13.6,
12/17/2013,12:00,-14.6,28.4,13.8,
12/18/2013,0:00,-14.6,28.4,13.8,
12/18/2013,12:00,-15.2,28.4,13.2,
12/19/2013,0:00,-15.1,28.4,13.3,
12/19/2013,12:00,-14.5,28.4,13.9,
12/20/2013,0:00,-12.7,28.4,15.7,
12/20/2013,12:00,-12.1,28.4,16.3,
12/21/2013,0:00,-10.5,28.4,17.9,
12/21/2013,12:00,-5.8,28.4,22.6,
12/22/2013,0:00,-6,28.4,22.4,
12/22/2013,12:00,-9.3,28.4,19.1,
12/23/2013,0:00,-11.9,28.4,16.5,
12/23/2013,12:00,-12.8,28.4,15.6,
12/24/2013,0:00,-13.9,28.4,14.5,
12/24/2013,12:00,-14.3,28.4,14.1,
12/25/2013,0:00,-14.5,28.4,13.9,
12/25/2013,12:00,-14.4,28.4,14,
12/26/2013,0:00,-13.9,28.4,14.5,
12/26/2013,12:00,-14.5,28.4,13.9,
12/27/2013,0:00,-13.5,28.4,14.9,
12/27/2013,12:00,-13.7,28.4,14.7,
12/28/2013,0:00,-13.1,28.4,15.3,
12/28/2013,12:00,-13.4,28.4,15,
12/29/2013,0:00,-13.1,28.4,15.3,
12/29/2013,12:00,-13.5,28.4,14.9,
12/30/2013,0:00,-14.2,28.4,14.2,
12/30/2013,12:00,-14.8,28.4,13.6,
12/31/2013,0:00,-14.5,28.4,13.9,
12/31/2013,12:00,-15,28.4,13.4,
1/1/2014,0:00,-14.1,28.4,14.3,
1/1/2014,12:00,-14.5,28.4,13.9,
1/2/2014,0:00,-14,28.4,14.4,
1/2/2014,12:00,-14.1,28.4,14.3,
1/3/2014,0:00,-14.4,28.4,14,
1/3/2014,12:00,-15.2,28.4,13.2,
1/4/2014,0:00,-14.5,28.4,13.9,
1/4/2014,12:00,-13.5,28.4,14.9,
1/5/2014,0:00,-13.6,28.4,14.8,
1/5/2014,12:00,-13,28.4,15.4,
1/6/2014,0:00,-14.2,28.4,14.2,
1/6/2014,12:00,-15.3,28.4,13.1,
1/7/2014,0:00,-15.8,28.4,12.6,
1/7/2014,12:00,-16.1,28.4,12.3,
1/8/2014,0:00,-15.7,28.4,12.7,
1/8/2014,12:00,-15.3,28.4,13.1,
1/9/2014,0:00,-15.8,28.4,12.6,
1/9/2014,12:00,-14.1,28.4,14.3,
1/10/2014,0:00,-13,28.4,15.4,
1/10/2014,12:00,-12.2,28.4,16.2,
1/11/2014,0:00,-10.5,28.4,17.9,
1/11/2014,12:00,-9.7,28.4,18.7,
1/12/2014,0:00,-10.3,28.4,18.1,
1/12/2014,12:00,-11.2,28.4,17.2,
1/13/2014,0:00,-11.8,28.4,16.6,
1/13/2014,12:00,-11.1,28.4,17.3,
1/14/2014,0:00,-12.1,28.4,16.3,
1/14/2014,12:00,-12.9,28.4,15.5,
1/15/2014,0:00,-13.2,28.4,15.2,
1/15/2014,12:00,-14,28.4,14.4,
1/16/2014,0:00,-14.2,28.4,14.2,
1/16/2014,12:00,-14.7,28.4,13.7,
1/17/2014,0:00,-14,28.4,14.4,
1/17/2014,12:00,-15.4,28.4,13,
1/18/2014,0:00,-16,28.4,12.4,
1/18/2014,12:00,-16.3,28.4,12.1,
1/19/2014,0:00,-15.8,28.4,12.6,
1/19/2014,12:00,-15,28.4,13.4,
1/20/2014,0:00,-14.1,28.4,14.3,
1/20/2014,12:00,-15.6,28.4,12.8,
1/21/2014,0:00,-16.3,28.4,12.1,
1/21/2014,12:00,-17.1,28.4,11.3,
1/22/2014,0:00,-17.7,28.4,10.7,
1/22/2014,12:00,-17.8,28.4,10.6,
1/23/2014,0:00,-17.6,28.4,10.8,
1/23/2014,12:00,-18,28.4,10.4,
1/24/2014,0:00,-18.3,28.4,10.1,
1/24/2014,12:00,-18.1,28.4,10.3,
1/25/2014,0:00,-16.6,28.4,11.8,
1/25/2014,12:00,-16.5,28.4,11.9,
1/26/2014,0:00,-16.6,28.4,11.8,
1/26/2014,12:00,-16.1,28.4,12.3,
1/27/2014,0:00,-16.3,28.4,12.1,
1/27/2014,12:00,-17.2,28.4,11.2,
1/28/2014,0:00,-17.6,28.4,10.8,
1/28/2014,12:00,-17.9,28.4,10.5,
1/29/2014,0:00,-17.9,28.4,10.5,
1/29/2014,12:00,-17.8,28.4,10.6,
1/30/2014,0:00,-17.7,28.4,10.7,
1/30/2014,12:00,-16.2,28.4,12.2,
1/31/2014,0:00,-14.8,28.4,13.6,
1/31/2014,12:00,-13.9,28.4,14.5,
2/1/2014,0:00,-13,28.4,15.4,
2/1/2014,12:00,-13.1,28.4,15.3,
2/2/2014,0:00,-12.5,28.4,15.9,
2/2/2014,12:00,-13.4,28.4,15,
2/3/2014,0:00,-13.8,28.4,14.6,
2/3/2014,12:00,-14.6,28.4,13.8,
2/4/2014,0:00,-14.8,28.4,13.6,
2/4/2014,12:00,-13.9,28.4,14.5,
2/5/2014,0:00,-12.6,28.4,15.8,
2/5/2014,12:00,-13.7,28.4,14.7,
2/6/2014,0:00,-14.2,28.4,14.2,
2/6/2014,12:00,-14.4,28.4,14,
2/7/2014,0:00,-15.1,28.4,13.3,
2/7/2014,12:00,-15.4,28.4,13,
2/8/2014,0:00,-15.4,28.4,13,
2/8/2014,12:00,-15,28.4,13.4,
2/9/2014,0:00,-14,28.4,14.4,
2/9/2014,12:00,-14.1,28.4,14.3,
2/10/2014,0:00,-14.2,28.4,14.2,
2/10/2014,12:00,-14.7,28.4,13.7,
2/11/2014,0:00,-14.8,28.4,13.6,
2/11/2014,12:00,-15.3,28.4,13.1,
2/12/2014,0:00,-15.4,28.4,13,
2/12/2014,12:00,-15.2,28.4,13.2,
2/13/2014,0:00,-15,28.4,13.4,
2/13/2014,12:00,-13.5,28.4,14.9,
2/14/2014,0:00,-12.8,28.4,15.6,
2/14/2014,12:00,-13.3,28.4,15.1,
2/15/2014,0:00,-13.2,28.4,15.2,
2/15/2014,12:00,-14.7,28.4,13.7,
2/16/2014,0:00,-14.6,28.4,13.8,
2/16/2014,12:00,-14.2,28.4,14.2,
2/17/2014,0:00,-14.7,28.4,13.7,
2/17/2014,12:00,-12.8,28.4,15.6,
2/18/2014,0:00,-11.2,28.4,17.2,
2/18/2014,12:00,-11.1,28.4,17.3,
2/19/2014,0:00,-11.4,28.4,17,
2/19/2014,12:00,-11.4,28.4,17,
2/20/2014,0:00,-10.6,28.4,17.8,
2/20/2014,12:00,-10.4,28.4,18,
2/21/2014,0:00,-8.1,28.4,20.3,
2/21/2014,12:00,-6.6,28.4,21.8,
2/22/2014,0:00,-5.8,28.4,22.6,
2/22/2014,12:00,-5.1,28.4,23.3,
2/23/2014,0:00,-5.1,28.4,23.3,
2/23/2014,12:00,-6.4,28.4,22,
2/24/2014,0:00,-7.8,28.4,20.6,
2/24/2014,12:00,-9,28.4,19.4,
2/25/2014,0:00,-9.3,28.4,19.1,
2/25/2014,12:00,-10,28.4,18.4,
2/26/2014,0:00,-10.3,28.4,18.1,
2/26/2014,12:00,-10.8,28.4,17.6,
2/27/2014,0:00,-11,28.4,17.4,
2/27/2014,12:00,-11.6,28.4,16.8,
2/28/2014,0:00,-11.9,28.4,16.5,
2/28/2014,12:00,-11.8,28.4,16.6,
3/1/2014,0:00,-9.7,28.4,18.7,
3/1/2014,12:00,-12.8,28.4,15.6,
3/2/2014,0:00,-14.1,28.4,14.3,
3/2/2014,12:00,-14.7,28.4,13.7,
3/3/2014,0:00,-15.3,28.4,13.1,
3/3/2014,12:00,-15.4,28.4,13,
3/4/2014,0:00,-15.4,28.4,13,
3/4/2014,12:00,-14.6,28.4,13.8,
3/5/2014,0:00,-14.5,28.4,13.9,
3/5/2014,12:00,-14.9,28.4,13.5,
3/6/2014,0:00,-14.9,28.4,13.5,
3/6/2014,12:00,-14.3,28.4,14.1,
3/7/2014,0:00,-14.4,28.4,14,
3/7/2014,12:00,-12.8,28.4,15.6,
3/8/2014,0:00,-12.9,28.4,15.5,
3/8/2014,12:00,-13.5,28.4,14.9,
3/9/2014,0:00,-13.8,28.4,14.6,
3/9/2014,12:00,-13.3,28.4,15.1,
3/10/2014,0:00,-13.6,28.4,14.8,
3/10/2014,12:00,-10.5,28.4,17.9,
3/11/2014,0:00,-10.7,28.4,17.7,
3/11/2014,12:00,-8.4,28.4,20,
3/12/2014,0:00,-7.5,28.4,20.9,
3/12/2014,12:00,-9.1,28.4,19.3,
3/13/2014,0:00,-9.9,28.4,18.5,
3/13/2014,12:00,-12.5,28.4,15.9,
3/14/2014,0:00,-12.8,28.4,15.6,
3/14/2014,12:00,-10.1,28.4,18.3,
3/15/2014,0:00,-11.7,28.4,16.7,
3/15/2014,12:00,-12.8,28.4,15.6,
3/16/2014,0:00,-14.1,28.4,14.3,
3/16/2014,12:00,-14.6,28.4,13.8,
3/17/2014,0:00,-14.9,28.4,13.5,
3/17/2014,12:00,-14,28.4,14.4,
3/18/2014,0:00,-14.1,28.4,14.3,
3/18/2014,12:00,-13.9,28.4,14.5,
3/19/2014,0:00,-13,28.4,15.4,
3/19/2014,12:00,-12.8,28.4,15.6,
3/20/2014,0:00,-13.6,28.4,14.8,
3/20/2014,12:00,-13.9,28.4,14.5,
3/21/2014,0:00,-14.3,28.4,14.1,
3/21/2014,12:00,-14.2,28.4,14.2,
3/22/2014,0:00,-14.2,28.4,14.2,
3/22/2014,12:00,-14.3,28.4,14.1,
3/23/2014,0:00,-15,28.4,13.4,
3/23/2014,12:00,-15.5,28.4,12.9,
3/24/2014,0:00,-15.4,28.4,13,
3/24/2014,12:00,-15.9,28.4,12.5,
3/25/2014,0:00,-15.2,28.4,13.2,
3/25/2014,12:00,-15.6,28.4,12.8,
3/26/2014,0:00,-15.4,28.4,13,
3/26/2014,12:00,-16,28.4,12.4,
3/27/2014,0:00,-15.4,28.4,13,
3/27/2014,12:00,-13.6,28.4,14.8,
3/28/2014,0:00,-13.8,28.4,14.6,
3/28/2014,12:00,-14,28.4,14.4,
3/29/2014,0:00,-14.2,28.4,14.2,
3/29/2014,12:00,-14,28.4,14.4,
3/30/2014,0:00,-14,28.4,14.4,
3/30/2014,12:00,-13.4,28.4,15,
3/31/2014,0:00,-13.4,28.4,15,
3/31/2014,12:00,-12.7,28.4,15.7,
4/1/2014,0:00,-12.5,28.4,15.9,
4/1/2014,12:00,-12.7,28.4,15.7,
4/2/2014,0:00,-13,28.4,15.4,
4/2/2014,12:00,-13.1,28.4,15.3,
4/3/2014,0:00,-12.9,28.4,15.5,
4/3/2014,12:00,-8.5,28.4,19.9,
4/4/2014,0:00,-7.6,28.4,20.8,
4/4/2014,12:00,-8.7,28.4,19.7,
4/5/2014,0:00,-10,28.4,18.4,
4/5/2014,12:00,-11.4,28.4,17,
4/6/2014,0:00,-11.4,28.4,17,
4/6/2014,12:00,-12.3,28.4,16.1,
4/7/2014,0:00,-12.2,28.4,16.2,
4/7/2014,12:00,-8.3,28.4,20.1,
4/8/2014,0:00,-7.6,28.4,20.8,
4/8/2014,12:00,-9.5,28.4,18.9,
4/9/2014,0:00,-9.9,28.4,18.5,
4/9/2014,12:00,-11.6,28.4,16.8,
4/10/2014,12:00,-8.2,28.4,20.2,
4/11/2014,0:00,-10.3,28.4,18.1,
4/11/2014,12:00,-10.4,28.4,18,
4/12/2014,0:00,-11,28.4,17.4,
4/12/2014,12:00,-10,28.4,18.4,
4/13/2014,0:00,-10.6,28.4,17.8,
4/13/2014,12:00,-10.7,28.4,17.7,
4/14/2014,0:00,-11,28.4,17.4,
4/14/2014,12:00,-10,28.4,18.4,
4/15/2014,0:00,-10.5,28.4,17.9,
4/15/2014,12:00,-11.6,28.4,16.8,
4/16/2014,0:00,-11.9,28.4,16.5,
4/16/2014,12:00,-11.3,28.4,17.1,
4/17/2014,0:00,-11.7,28.4,16.7,
4/17/2014,12:00,-10.5,28.4,17.9,
4/18/2014,0:00,-11.4,28.4,17,
4/18/2014,12:00,-10.2,28.4,18.2,
4/19/2014,0:00,-11.1,28.4,17.3,
4/19/2014,12:00,-10.6,28.4,17.8,
4/20/2014,0:00,-11.7,28.4,16.7,
4/20/2014,12:00,-10.3,28.4,18.1,
4/21/2014,0:00,-11.5,28.4,16.9,
4/21/2014,12:00,-10.2,28.4,18.2,
4/22/2014,0:00,-10.4,28.4,18,
4/22/2014,12:00,-9.9,28.4,18.5,
4/23/2014,0:00,-11,28.4,17.4,
4/23/2014,12:00,-11.3,28.4,17.1,
4/24/2014,0:00,-11.9,28.4,16.5,
4/24/2014,12:00,-10.5,28.4,17.9,
4/25/2014,0:00,-11.1,28.4,17.3,
4/25/2014,12:00,-9.7,28.4,18.7,
4/26/2014,0:00,-11.1,28.4,17.3,
4/26/2014,12:00,-10.1,28.4,18.3,
4/27/2014,0:00,-11.4,28.4,17,
4/27/2014,12:00,-10.3,28.4,18.1,
4/28/2014,0:00,-11.2,28.4,17.2,
4/28/2014,12:00,-10.6,28.4,17.8,
4/29/2014,0:00,-9.9,28.4,18.5,
4/29/2014,12:00,-8.8,28.4,19.6,
4/30/2014,0:00,-8.6,28.4,19.8,
4/30/2014,12:00,-7.1,28.4,21.3,
5/1/2014,0:00,-4.2,28.4,24.2,
5/1/2014,12:00,-5.5,28.4,22.9,
5/2/2014,0:00,-7.3,28.4,21.1,
5/2/2014,12:00,-7,28.4,21.4,
5/3/2014,0:00,-9.6,28.4,18.8,
5/3/2014,12:00,-8.1,28.4,20.3,
5/4/2014,0:00,-9.7,28.4,18.7,
NA,,,28.4,,missing data
5/7/2014,12:00,-8.9,28.4,19.5,
5/8/2014,0:00,-8.7,28.4,19.7,
5/8/2014,12:00,-8.6,28.4,19.8,
5/9/2014,0:00,-8.7,28.4,19.7,
5/9/2014,12:00,-8.5,28.4,19.9,
5/10/2014,0:00,-7.2,28.4,21.2,
5/10/2014,12:00,-8.2,28.4,20.2,
5/11/2014,0:00,-9.3,28.4,19.1,
5/11/2014,12:00,-8.1,28.4,20.3,
5/12/2014,0:00,-8.1,28.4,20.3,
5/12/2014,12:00,-8.1,28.4,20.3,
5/13/2014,0:00,-0.4,28.4,28,
5/13/2014,12:00,-2.7,28.4,25.7,
5/14/2014,0:00,-4.4,28.4,24,
5/14/2014,12:00,-4.2,28.4,24.2,
5/15/2014,0:00,-2.1,28.4,26.3,
5/15/2014,12:00,-2.7,28.4,25.7,
5/16/2014,0:00,-4.9,28.4,23.5,
5/16/2014,12:00,-5.1,28.4,23.3,
5/17/2014,0:00,-5.3,28.4,23.1,
5/17/2014,12:00,-4.9,28.4,23.5,
5/18/2014,0:00,-5.2,28.4,23.2,
5/18/2014,12:00,-4.2,28.4,24.2,
5/19/2014,0:00,-5.3,28.4,23.1,
5/19/2014,12:00,-3.9,28.4,24.5,
5/20/2014,0:00,-5.5,28.4,22.9,
5/20/2014,12:00,-4.4,28.4,24,
5/21/2014,0:00,-4.5,28.4,23.9,
Data lost from 5/21 - 6/25,,,,,
6/25/2014,0:00,-4.2,29.4,25.2,
6/25/2014,12:00,-3.9,29.4,25.5,
6/26/2014,0:00,-4.7,29.4,24.7,
6/26/2014,12:00,-4.8,29.4,24.6,
6/27/2014,0:00,-5.3,29.4,24.1,
6/27/2014,12:00,-5.1,29.4,24.3,
6/28/2014,0:00,-5.4,29.4,24,
6/28/2014,12:00,-5.7,29.4,23.7,
6/29/2014,0:00,-5.9,29.4,23.5,
6/29/2014,12:00,-6.4,29.4,23,
6/30/2014,0:00,-5.4,29.4,24,
6/30/2014,12:00,-5.7,29.4,23.7,
7/1/2014,0:00,-5.9,29.4,23.5,
7/1/2014,12:00,-6.2,29.4,23.2,
7/2/2014,0:00,-5.8,29.4,23.6,
7/2/2014,12:00,-5.6,29.4,23.8,
7/3/2014,0:00,-4.9,29.4,24.5,
7/3/2014,12:00,-4.9,29.4,24.5,
7/4/2014,0:00,-5.7,29.4,23.7,
7/4/2014,12:00,-5.1,29.4,24.3,
7/5/2014,0:00,-6.2,29.4,23.2,
7/5/2014,12:00,-4.7,29.4,24.7,
7/6/2014,0:00,-4.6,29.4,24.8,
7/6/2014,12:00,-4.4,29.4,25,
7/7/2014,0:00,-4.8,29.4,24.6,
7/7/2014,12:00,-5.6,29.4,23.8,
7/8/2014,0:00,-6.2,29.4,23.2,
7/8/2014,12:00,-5.7,29.4,23.7,
7/9/2014,0:00,-6.2,29.4,23.2,
7/9/2014,12:00,-6.3,29.4,23.1,
7/10/2014,0:00,-6.8,29.4,22.6,
7/10/2014,12:00,-6.5,29.4,22.9,
7/11/2014,0:00,-6.8,29.4,22.6,
7/11/2014,12:00,-6.6,29.4,22.8,
7/12/2014,0:00,-6.9,29.4,22.5,
7/12/2014,12:00,-6.6,29.4,22.8,
7/13/2014,0:00,-6.9,29.4,22.5,
7/13/2014,12:00,-6,29.4,23.4,
7/14/2014,0:00,-6.4,29.4,23,
7/14/2014,12:00,-6.9,29.4,22.5,
7/15/2014,0:00,-6.2,29.4,23.2,
7/15/2014,12:00,-7,29.4,22.4,
7/16/2014,0:00,-7.9,29.4,21.5,
7/16/2014,12:00,-6.9,29.4,22.5,
7/17/2014,0:00,-8,29.4,21.4,
7/17/2014,12:00,-6.3,29.4,23.1,
7/18/2014,0:00,-7.9,29.4,21.5,
7/18/2014,12:00,-6.1,29.4,23.3,
7/19/2014,0:00,-6.2,29.4,23.2,
7/19/2014,12:00,-5.8,29.4,23.6,
7/20/2014,0:00,-6.1,29.4,23.3,
7/20/2014,12:00,-6.5,29.4,22.9,
7/21/2014,0:00,-6.8,29.4,22.6,
7/21/2014,12:00,-7.1,29.4,22.3,
7/22/2014,0:00,-7.3,29.4,22.1,
7/22/2014,12:00,-7.3,29.4,22.1,
7/23/2014,0:00,-7.5,29.4,21.9,
7/23/2014,12:00,-7.7,29.4,21.7,
7/24/2014,0:00,-8.1,29.4,21.3,
7/24/2014,12:00,-7.8,29.4,21.6,
7/25/2014,0:00,-8.5,29.4,20.9,
7/25/2014,12:00,-7.6,29.4,21.8,
7/26/2014,0:00,-7.6,29.4,21.8,
7/26/2014,12:00,-7.6,29.4,21.8,
7/27/2014,0:00,-5.9,29.4,23.5,
7/27/2014,12:00,-6.2,29.4,23.2,
7/28/2014,0:00,-6.6,29.4,22.8,
7/28/2014,12:00,-6.6,29.4,22.8,
7/29/2014,0:00,-7.6,29.4,21.8,
7/29/2014,12:00,-6.9,29.4,22.5,
7/30/2014,0:00,-7.2,29.4,22.2,
7/30/2014,12:00,-6,29.4,23.4,
7/31/2014,0:00,-6.3,29.4,23.1,
7/31/2014,12:00,-6.1,29.4,23.3,
8/1/2014,0:00,-6.7,29.4,22.7,
8/1/2014,12:00,-6.6,29.4,22.8,
8/2/2014,0:00,-6.5,29.4,22.9,
8/2/2014,12:00,-6.3,29.4,23.1,
8/3/2014,0:00,-6.9,29.4,22.5,
8/3/2014,12:00,-6.1,29.4,23.3,
8/4/2014,0:00,-7.2,29.4,22.2,
8/4/2014,12:00,-6.6,29.4,22.8,
8/5/2014,0:00,-7.2,29.4,22.2,
8/5/2014,12:00,-7.2,29.4,22.2,
8/6/2014,0:00,-7.4,29.4,22,
8/6/2014,12:00,-7.6,29.4,21.8,
8/7/2014,0:00,-8.3,29.4,21.1,
8/7/2014,12:00,-7.3,29.4,22.1,
8/8/2014,0:00,-8.1,29.4,21.3,
8/8/2014,12:00,-7.3,29.4,22.1,
8/9/2014,0:00,-8.3,29.4,21.1,
8/9/2014,12:00,-7.4,29.4,22,
8/10/2014,0:00,-7.6,29.4,21.8,
8/10/2014,12:00,-7.5,29.4,21.9,
8/11/2014,0:00,-7.8,29.4,21.6,
8/11/2014,12:00,-7.2,29.4,22.2,
8/12/2014,0:00,-6.7,29.4,22.7,
8/12/2014,12:00,-6.8,29.4,22.6,
8/13/2014,0:00,-6.8,29.4,22.6,
8/13/2014,12:00,-7.2,29.4,22.2,
8/14/2014,0:00,-8,29.4,21.4,
8/14/2014,12:00,-7.4,29.4,22,
8/15/2014,0:00,-8.5,29.4,20.9,
8/15/2014,12:00,-7.2,29.4,22.2,
8/16/2014,0:00,-8.5,29.4,20.9,
8/16/2014,12:00,-6.7,29.4,22.7,
8/17/2014,0:00,-6.9,29.4,22.5,
8/17/2014,12:00,-6.4,29.4,23,
8/18/2014,0:00,-6.7,29.4,22.7,
8/18/2014,12:00,-7,29.4,22.4,
