JDayMod,124Langes,1427Bath,241VKLake,398Snow,526Stumpy,554Columbia,683Boston,970Fitzwater,Average
1453,16,22,8,1,3,5,18,15,11
1454,14,11,6,8,2,4,16,18,10
1455,14,-5,5,6,3,2,15,9,6
1456,14,-16,6,6,3,3,15,11,5
1457,15,-27,6,6,3,3,14,1,3
1458,15,-39,6,7,3,4,15,8,2
1459,15,-51,7,8,3,5,15,19,3
1460,14,-61,8,0,2,4,15,1,-2
1461,14,-72,6,6,1,3,14,-8,-4
1462,14,-79,6,5,1,3,14,-12,-6
1463,14,-89,6,6,0,4,14,-12,-7
1464,14,-93,6,7,0,4,14,-16,-8
1465,14,-96,3,5,1,3,13,-20,-10
1466,15,-100,6,7,2,4,14,-16,-8
1467,14,-100,7,0,0,5,16,1,-7
1468,13,-99,2,3,0,3,14,-21,-11
1469,13,-102,2,2,0,3,12,-26,-12
1470,13,-103,2,3,1,5,12,-26,-12
1471,15,-9999,3,5,2,5,13,-24,3
1472,18,-102,8,6,2,7,17,-17,-8
1473,18,-82,8,1,2,6,18,11,-2
1474,17,-75,6,7,2,5,17,3,-2
1475,16,-74,8,8,2,6,18,5,-1
1476,15,-74,6,7,1,5,16,-1,-3
1477,14,-73,5,-9999,2,4,15,-8,-6
1478,14,-74,5,-9999,-2,4,14,-10,-7
1479,12,-81,5,-9999,-2,2,14,-16,-9
1480,13,-86,4,-9999,0,3,12,-21,-11
1481,14,-92,5,-9999,-2,4,13,-23,-12
1482,12,-96,4,-9999,-3,2,12,-28,-14
1483,11,-100,3,-9999,-3,1,11,-32,-16
1484,11,-104,2,-9999,-8,1,10,-36,-18
1485,10,-104,1,-9999,-7,1,10,-41,-19
1486,12,-105,1,-9999,-3,1,10,-42,-18
1487,12,-108,2,-9999,-4,3,11,-46,-19
1488,12,-110,2,-9999,-4,7,12,-48,-18
1489,11,-108,6,-9999,-3,6,11,-55,-19
1490,10,-115,5,-9999,-4,4,10,-56,-21
1491,11,-118,5,-9999,-3,3,10,-58,-21
1492,14,-119,6,-9999,-3,5,11,-59,-21
1493,15,-116,8,-9999,-3,5,10,-62,-20
1494,16,-121,6,-9999,-3,6,11,-60,-21
1495,15,-122,5,-9999,-4,6,14,-58,-21
1496,14,-122,2,-9999,-3,4,12,-59,-22
1497,16,-121,2,-9999,-4,4,12,-58,-21
1498,14,-120,2,-9999,-3,4,13,-63,-22
1499,13,-120,2,-9999,-3,4,12,-65,-22
1500,13,-123,1,-9999,-3,2,11,-67,-24
1501,14,-123,1,-9999,-3,4,11,-68,-23
1502,14,-122,2,-9999,-3,5,12,-70,-23
1503,14,-122,1,-9999,-3,5,12,-73,-24
1504,13,-125,1,-9999,-2,4,11,-75,-25
1505,13,-126,1,-9999,-2,4,11,-75,-25
1506,16,-124,2,-9999,-2,5,13,-74,-23
1507,15,-122,2,-9999,-3,4,13,-80,-24
1508,14,-123,1,-9999,-2,3,12,-84,-26
1509,14,-125,2,-9999,-1,5,12,-89,-26
1510,17,-126,2,-9999,-1,5,14,-80,-24
1511,17,-125,3,-9999,-3,5,14,-86,-25
1512,18,-126,3,-9999,3,5,16,-93,-25
1513,20,-124,4,-9999,0,5,17,-85,-23
1514,23,-103,6,-9999,0,5,7,-53,-16
1515,23,-99,6,-9999,-2,5,5,-40,-15
1516,21,-92,5,-9999,-3,5,1,-24,-12
1517,19,-90,4,-9999,-4,2,20,-21,-10
1518,18,-89,3,-9999,-4,3,19,-25,-11
1519,17,-89,2,-9999,-4,2,18,-28,-12
1520,16,-96,1,-9999,-4,1,16,-35,-14
1521,19,-100,1,-9999,-4,3,16,-39,-15
1522,14,-101,3,-9999,-4,4,18,-44,-16
1523,13,-101,2,-9999,-4,2,15,-50,-18
1524,13,-104,0,-9999,-4,1,14,-54,-19
1525,14,-106,1,-9999,-4,2,15,-57,-19
1526,14,-108,1,-9999,-2,2,14,-62,-20
1527,14,-108,4,-9999,5,4,15,-63,-18
1528,16,-113,4,-9999,4,4,20,-64,-18
1529,15,-114,4,-9999,4,3,19,-67,-19
1530,15,-114,4,-9999,3,4,20,-64,-19
1531,18,-111,4,-9999,4,7,1,-28,-15
1532,21,-104,6,-9999,2,7,1,-4,-10
1533,18,-85,5,-9999,2,2,0,1,-8
1534,16,-82,4,-9999,2,1,19,1,-6
1535,17,-73,7,-9999,0,7,1,14,-4
1536,14,-67,5,-9999,1,4,18,2,-3
1537,14,-66,4,-9999,1,1,16,-7,-5
1538,14,-70,4,-9999,1,2,16,-9,-6
1539,15,-73,5,-9999,2,3,16,-9,-6
1540,15,-74,6,-9999,3,5,17,0,-4
1541,14,-76,4,-9999,2,3,17,-10,-7
1542,14,-80,5,-9999,2,4,16,-9,-7
1543,13,-84,4,-9999,2,4,16,-17,-9
1544,13,-87,4,-9999,1,1,15,-21,-11
1545,13,-90,4,-9999,0,1,14,-22,-11
1546,13,-94,4,-9999,1,1,15,-27,-12
1547,13,-96,3,-9999,3,1,14,-30,-13
1548,15,-98,4,-9999,1,6,17,-18,-10
1549,14,-98,6,-9999,2,4,17,-21,-11
1550,14,-96,4,-9999,2,4,18,-20,-11
1551,15,-82,6,-9999,3,3,19,-6,-6
1552,16,-79,6,-9999,2,4,18,-8,-6
1553,15,-76,6,-9999,2,3,17,-15,-7
1554,16,-76,5,-9999,4,4,17,-17,-7
1555,21,-50,8,-9999,2,6,2,16,1
1556,18,-41,6,-9999,1,4,20,15,3
1557,17,-43,5,-9999,-9999,3,18,6,1
1558,16,-47,5,-9999,-9999,3,17,5,0
1559,21,-42,8,-9999,-9999,8,2,-9999,-1
1560,18,-19,-9999,-9999,-4,4,20,-9999,4
1561,20,-28,-9999,-9999,-4,3,12,-9999,1
1562,18,-38,-9999,-9999,-8,-9999,15,-9999,-3
1563,17,-30,-9999,-9999,-4,-9999,14,-9999,-1
1564,18,-39,-9999,-9999,-8,-9999,13,-9999,-4
1565,17,-49,-9999,-9999,-9,-9999,14,-9999,-7
1566,18,-49,-9999,-9999,-3,-9999,15,-9999,-5
1567,16,-58,-9999,-9999,-5,-9999,15,-9999,-8
1568,17,-62,-9999,-9999,-10,-9999,-1,-9999,-14
1569,17,-64,-9999,-9999,-10,-9999,15,-9999,-10
1570,17,-71,-9999,-9999,-10,-9999,14,-9999,-12
1571,17,-74,-9999,-9999,-11,-9999,14,-9999,-14
1572,17,-74,-9999,-9999,-11,-9999,14,-9999,-14
1573,18,-74,-9999,-9999,-11,-9999,14,-9999,-13
1574,17,-80,-9999,-9999,-11,-9999,14,-9999,-15
1575,16,-76,-9999,-9999,-12,-9999,14,-9999,-14
1576,17,-84,-9999,-9999,-11,-9999,15,-9999,-16
1577,17,-78,-9999,-9999,-5,-9999,14,-9999,-13
1578,17,-78,-9999,-9999,-11,-9999,14,-9999,-14
1579,17,-90,-9999,-9999,-10,-9999,14,-9999,-17
1580,18,-85,-9999,-9999,-4,-9999,19,-9999,-13
1581,20,-72,-9999,-9999,-2,-9999,15,-9999,-10
1582,24,-42,-9999,-9999,-2,-9999,16,-9999,-1
1583,21,-48,-9999,-9999,-5,-9999,14,-9999,-4
1584,19,-51,-9999,-9999,-5,-9999,14,-9999,-6
1585,19,-54,-9999,-9999,-4,-9999,14,-9999,-6
1586,-9999,-61,-9999,-9999,-5,-9999,13,-9999,-18
1587,-9999,-68,-9999,-9999,-5,-9999,14,-9999,-20
1588,20,-9999,-9999,-9999,-9999,-9999,13,-9999,16
1589,20,-9999,-9999,-9999,-9999,-9999,14,-9999,17
1590,20,-9999,-9999,-9999,-9999,-9999,14,-9999,17
1591,21,-9999,-9999,-9999,-9999,-9999,15,-9999,18
1592,19,-9999,-9999,-9999,-9999,-9999,14,-9999,16
1593,20,-9999,-9999,-9999,-9999,-9999,14,-9999,17
1594,28,-9999,-9999,-9999,-9999,-9999,2,-9999,15
1595,24,-9999,-9999,-9999,-9999,-9999,0,-9999,12
1596,26,-9999,-9999,-9999,-9999,-9999,4,-9999,15
1597,24,-9999,-9999,-9999,-9999,-9999,2,-9999,13
1598,23,-9999,-9999,-9999,-9999,-9999,1,-9999,12
1599,23,-9999,-9999,-9999,-9999,-9999,0,-9999,12
1600,23,-9999,-9999,-9999,-9999,-9999,16,-9999,20
1601,23,-9999,-9999,-9999,-9999,-9999,0,-9999,12
1602,24,-9999,-9999,-9999,-9999,-9999,16,-9999,20
1637,25,-91,7,13,-9999,-9999,-9999,-9999,-12
1638,25,-69,6,13,0,6,15,-53,-7
1639,24,-86,5,12,-7,4,14,-55,-11
1640,24,-96,5,10,-10,6,14,-64,-14
1641,24,-99,5,8,-11,5,12,-74,-16
1642,24,-92,7,11,-6,8,12,-78,-14
1643,24,-99,5,9,-11,7,11,-86,-18
1644,24,-106,5,11,-12,6,9,-96,-20
1645,24,-55,7,11,-2,8,10,-104,-13
1646,24,-100,5,10,-10,4,10,-104,-20
1647,23,-110,5,10,-13,4,9,-114,-23
1648,25,-115,5,14,-13,5,8,-118,-24
1649,25,-119,6,11,-12,6,8,-122,-25
1650,23,-123,6,9,-12,5,5,-126,-27
1651,23,-125,6,10,-8,6,5,-120,-25
1652,23,-125,5,10,-10,7,4,-113,-25
1653,23,-128,5,10,-13,5,3,-119,-27
1654,22,-131,5,10,-14,5,2,-126,-28
1655,22,-130,5,10,-14,6,1,-131,-29
1656,23,-128,6,14,-11,8,0,-130,-27
1657,23,-128,7,13,-4,8,1,-132,-26
1658,22,-118,5,10,-15,4,-2,-137,-29
1659,21,-124,5,10,-16,5,-3,-138,-30
1660,22,-128,5,10,-16,4,-4,-143,-31
1661,23,-131,6,16,-16,6,-6,-148,-31
1662,23,-126,7,15,-8,6,-3,-142,-28
1663,23,-130,6,14,-13,5,-5,-147,-31
1664,22,-133,5,13,-15,5,-6,-152,-33
1665,22,-134,5,12,-15,5,-9,-154,-34
1666,21,-135,5,10,-17,4,-9,-153,-34
1667,21,-136,5,10,-20,5,-11,-157,-35
1668,22,-138,7,17,-17,6,-12,-163,-35
1669,24,-91,8,18,-2,9,-3,-163,-25
1670,23,-106,8,14,-2,8,0,-158,-27
1671,22,-112,7,11,-2,4,0,-158,-28
1672,22,-116,7,13,-4,4,-1,-156,-29
1673,23,-108,8,17,-1,5,0,-147,-25
1674,23,-104,6,16,-11,4,-2,-132,-25
1675,23,-104,6,14,-12,4,-2,-119,-24
1676,22,-106,7,15,-13,5,-4,-110,-23
1677,22,-108,6,12,-12,4,-4,-112,-24
1678,22,-112,6,14,-14,5,-4,-119,-25
1679,22,-113,7,15,-14,6,-5,-116,-25
1680,21,-117,6,12,-15,3,-6,-124,-28
1681,21,-120,6,10,-14,6,-9,-127,-28
1682,21,-124,6,10,-17,4,-11,-133,-30
1683,22,-128,6,12,-16,5,-13,-139,-31
1684,22,-130,6,11,-18,4,-16,-143,-33
1685,23,-119,8,15,-2,10,-5,-138,-26
1686,23,-66,7,14,-2,6,-5,-140,-20
1687,21,-95,6,10,-3,2,-6,-139,-26
1688,21,-105,6,9,-12,2,-8,-134,-28
1689,21,-112,6,9,-14,3,-8,-137,-29
1690,22,-118,7,12,-12,4,-10,-144,-30
1691,23,-120,7,11,-10,3,-8,-143,-30
1692,22,-124,6,11,-14,3,-9,-146,-31
1693,23,-121,8,15,-2,9,-5,-149,-28
1694,23,-86,7,14,-2,5,-1,-131,-21
1695,23,-86,7,11,-4,3,-2,-117,-21
1696,23,-90,7,11,-4,3,-2,-112,-20
1697,22,-95,6,10,-6,2,-3,-114,-22
1698,23,-99,6,10,-10,2,-4,-118,-24
1699,22,-105,6,11,-13,3,-5,-122,-25
1700,23,-109,6,13,-5,4,-5,-112,-23
1701,22,-115,6,9,-11,2,-8,-105,-25
1702,21,-116,5,7,-18,2,-10,-107,-27
1703,22,-123,7,12,-18,4,-10,-118,-28
1704,23,-127,6,12,-19,3,-12,-127,-30
1705,23,-126,7,14,-5,5,-8,-125,-27
1706,23,-130,6,11,-5,3,-9,-130,-29
1707,22,-131,6,10,-5,3,-9,-132,-30
1708,22,-132,6,12,-7,3,-11,-137,-30
1709,22,-134,6,12,-12,3,-13,-144,-32
1710,22,-136,6,11,-14,4,-16,-148,-34
1711,21,-129,7,10,-5,2,-4,-94,-24
1712,20,-129,7,9,-16,2,-5,-91,-25
1713,22,-132,8,16,-16,5,-6,-97,-25
1714,22,-132,8,14,-18,4,-6,-98,-26
1715,22,-126,8,18,-1,10,2,-75,-18
1716,20,-116,7,10,-4,6,0,-72,-19
1717,20,-117,7,10,-3,5,0,-71,-19
1718,19,-123,6,9,-4,3,-1,-77,-21
1719,19,-126,6,9,-4,4,-2,-82,-22
1720,21,-126,9,12,-2,9,0,-83,-20
1721,20,-128,7,9,-3,4,-1,-88,-22
1722,20,-130,7,10,-3,5,-1,-94,-23
1723,20,-132,7,10,-3,6,-3,-102,-25
1724,20,-134,7,12,-3,6,-4,-105,-25
1725,22,-136,8,15,-2,5,-5,-109,-25
1726,21,-137,7,10,-2,4,-4,-117,-27
1727,19,-138,5,8,-4,3,-7,-121,-29
1728,20,-138,6,9,-4,5,-7,-125,-29
1729,21,-138,7,13,-4,6,-8,-128,-29
1730,22,-139,6,12,-8,6,-6,-129,-30
1731,22,-138,6,10,-10,6,-10,-132,-31
1732,22,-139,6,9,-12,6,-12,-134,-32
1733,22,-138,6,10,-10,6,-12,-134,-31
1734,21,-139,7,8,-14,6,-14,-138,-33
1735,20,-135,7,9,-2,6,-10,-138,-30
1736,21,-138,6,12,-2,5,-10,-138,-30
1737,22,-141,7,11,-1,6,-12,-140,-31
1738,21,-139,6,12,1,9,-5,-138,-29
1739,18,-137,5,8,-2,3,-10,-139,-32
1740,19,-140,6,8,-2,3,-11,-140,-32
1741,20,-142,7,13,0,9,-9,-140,-30
1742,20,-141,7,12,0,9,-9,-139,-30
1743,19,-142,6,10,-1,5,-12,-143,-32
1744,19,-143,6,10,-2,5,-13,-143,-33
1745,19,-142,6,11,0,8,-14,-142,-32
1746,18,-142,5,10,-2,5,-15,-143,-33
1747,22,-142,8,15,0,9,-16,-142,-31
1748,21,-143,8,11,1,7,-16,-142,-32
1749,22,-143,8,13,1,8,-10,-141,-30
1750,22,-120,8,16,2,8,-5,-139,-26
1751,22,-126,7,15,2,6,-7,-131,-26
1752,22,-126,6,15,2,6,-7,-122,-26
1753,19,-126,5,9,-1,6,-5,-119,-26
1754,18,-125,5,9,-1,3,-6,-102,-25
1755,20,-126,7,14,2,9,-1,-94,-21
1756,20,-122,6,12,0,7,2,-59,-17
1757,19,-120,6,12,1,5,1,-46,-15
1758,19,-120,5,11,-2,4,1,-45,-16
1759,19,-121,6,14,0,6,1,-47,-15
1760,19,-122,5,15,0,6,1,-49,-16
1761,18,-123,5,10,-2,5,1,-55,-18
1762,21,-124,8,12,0,8,0,-58,-17
1763,19,-126,6,10,-1,6,1,-62,-18
1764,19,-128,6,11,-1,5,0,-65,-19
1765,19,-129,6,10,0,5,0,-68,-20
1766,19,-130,6,11,0,6,0,-71,-20
1767,18,-123,5,10,-2,5,-1,-75,-20
1768,18,-104,5,10,-3,5,-1,-74,-18
1769,19,-133,6,11,0,7,-2,-76,-21
1770,21,-134,6,13,1,10,0,-77,-20
1771,18,-128,7,9,-2,6,1,-79,-21
1772,20,-129,6,11,0,9,2,-79,-20
1773,18,-96,6,10,-3,5,1,-58,-15
1774,19,-100,6,11,-1,6,1,-58,-14
1775,19,-98,6,13,0,7,1,-61,-14
1776,19,-98,6,13,-2,7,2,-64,-15
1777,20,-125,6,15,1,9,3,-67,-17
1778,18,-98,5,10,-2,6,1,-72,-16
1779,18,-101,5,9,-3,5,0,-73,-18
1780,18,-107,5,9,-3,5,0,-78,-19
1781,17,-107,5,9,-3,5,0,-78,-19
1782,18,-109,5,10,-2,6,0,-77,-19
1783,17,-108,4,9,-4,5,0,-81,-20
1784,16,-120,4,9,-7,4,-2,-84,-22
1785,17,-120,4,10,-8,5,-2,-81,-22
1786,17,-121,4,9,-8,5,-3,-86,-23
1787,16,-121,5,9,-8,4,-3,-88,-23
1788,19,-121,6,15,-2,8,1,-84,-20
1789,22,-119,7,14,-1,9,5,-61,-16
1790,19,-120,5,13,-1,6,6,-52,-16
1791,18,-118,5,10,-3,5,5,-50,-16
1792,17,-110,5,10,-3,5,5,-49,-15
1793,17,-106,4,9,-3,5,5,-52,-15
1794,17,-104,5,9,-4,5,5,-53,-15
1795,20,-107,7,15,-2,9,5,-51,-13
1796,21,-112,5,10,-1,8,7,-50,-14
1797,17,-115,4,9,-4,4,5,-50,-16
1798,17,-106,4,9,-2,5,5,-48,-14
1799,17,-110,4,9,-6,5,5,-53,-16
1800,16,-108,4,9,-5,5,5,-56,-16
1801,18,-110,6,14,0,8,6,-57,-14
1802,18,-102,5,12,-2,6,9,-34,-11
1803,17,-101,5,11,-4,5,10,-33,-11
1804,18,-101,6,15,-2,8,10,-32,-10
1805,19,-101,6,13,0,7,11,-32,-10
1806,17,-101,5,11,-3,5,10,-35,-11
1807,17,-100,5,11,-4,6,10,-39,-12
1808,17,-101,5,11,-2,6,10,-43,-12
1809,19,-102,7,13,-2,9,11,-45,-11
1810,20,-106,8,15,-2,9,12,-43,-11
1811,20,-111,7,13,-3,8,12,-50,-13
1812,20,-110,5,15,-1,9,12,-47,-12
1813,17,-104,4,10,-3,5,11,-49,-14
1814,16,-104,4,10,-3,5,11,-50,-14
1815,16,-105,4,10,-3,5,10,-54,-15
1816,16,-105,4,10,-3,5,10,-55,-15
1817,16,-106,4,10,-6,5,10,-58,-16
1818,17,-105,5,13,-2,6,11,-58,-14
1819,20,-112,7,13,-2,9,12,-59,-14
1820,20,-116,5,14,-1,7,12,-59,-15
1821,17,-116,4,11,-2,6,11,-58,-16
1822,17,-110,5,12,-3,6,11,-59,-15
1823,19,-108,5,11,-2,8,12,-60,-14
1824,17,-112,4,10,-2,5,11,-58,-16
1825,16,-108,4,9,-7,4,11,-59,-16
1826,16,-105,3,8,-11,4,10,-63,-17
1827,15,-106,4,6,-16,4,10,-64,-18
1828,16,-108,4,10,-16,5,9,-66,-18
1829,16,-111,5,9,-14,5,9,-71,-19
1830,19,-104,6,14,-2,8,16,-36,-10
1831,18,-91,4,11,-3,5,15,-22,-8
1832,15,-90,4,5,-16,2,12,-24,-12
1833,15,-91,3,4,-20,2,12,-27,-13
1834,14,-96,2,4,-20,2,11,-33,-14
1835,14,-98,3,4,-21,2,10,-34,-15
1836,14,-100,2,3,-17,2,10,-42,-16
1837,13,-102,3,3,-16,2,10,-46,-17
1838,16,-103,4,8,-13,3,12,-49,-15
1839,16,-103,1,10,-11,3,12,-54,-16
1840,14,-102,0,5,-16,2,10,-56,-18
1841,13,-104,0,4,-16,2,10,-58,-19
1842,14,-106,1,8,-12,3,11,-59,-18
1843,15,-110,0,7,-12,2,11,-65,-19
1844,16,-109,5,11,-11,6,12,-64,-17
1845,18,-116,4,14,-4,6,14,-61,-16
1846,18,-9999,4,13,-2,6,14,-58,-1
1847,17,-9999,4,11,-5,5,14,-59,-2
1848,15,-9999,-9999,10,-6,5,14,-62,-4
1849,13,-9999,-9999,7,-7,4,14,-66,-6
1850,13,-9999,-9999,7,-9,4,14,-64,-6
1851,14,-9999,-9999,9,-10,6,14,-66,-6
1852,12,-9999,-9999,6,-12,4,13,-69,-8
1853,12,-9999,-9999,4,-10,3,12,-71,-8
1854,11,-9999,-9999,4,-14,2,12,-74,-10
1855,11,-9999,-9999,3,-15,3,11,-74,-10
1856,14,-9999,-9999,10,-3,6,14,-75,-6
1857,11,-9999,-9999,4,-14,2,11,-78,-11
1858,11,-9999,-9999,7,-14,3,12,-76,-10
1859,14,-9999,-9999,9,-12,6,14,-70,-6
1860,11,-9999,-9999,3,-12,2,11,-80,-11
1861,11,-9999,-9999,4,-12,2,11,-78,-10
1862,13,-9999,-9999,8,-12,4,13,-80,-9
1863,10,-9999,-9999,4,-15,1,11,-82,-12
1864,10,-9999,-9999,4,-15,2,11,-80,-11
1865,14,-9999,-9999,8,-10,6,14,-78,-8
1866,15,-9999,-9999,10,-2,7,15,-78,-6
1867,11,-9999,-9999,8,-5,2,14,-74,-7
1868,11,-9999,-9999,5,-10,2,13,-69,-8
1869,14,-9999,-9999,8,-12,6,15,-67,-6
1870,10,-9999,-9999,4,-17,1,11,-74,-11
1871,9,-9999,-9999,3,-17,1,11,-71,-11
1872,10,-9999,-9999,4,-16,1,11,-76,-11
1873,9,-9999,-9999,3,-17,1,10,-78,-12
1874,8,-9999,-9999,2,-18,1,10,-74,-12
1875,9,-9999,-9999,3,-18,1,10,-76,-12
1876,9,-9999,-9999,2,-18,1,10,-77,-12
1877,8,-9999,-9999,2,-18,0,9,-79,-13
1878,8,-9999,-9999,1,-17,0,9,-79,-13
1879,9,-9999,-9999,4,-15,1,10,-79,-12
1880,9,-9999,-9999,5,-14,1,11,-82,-12
1881,8,-9999,-9999,4,-17,0,9,-81,-13
1882,8,-9999,-9999,3,-18,1,10,-77,-12
1883,8,-9999,-9999,4,-18,1,9,-81,-13
1884,8,-9999,-9999,5,-16,0,9,-85,-13
1885,8,-9999,-9999,4,-17,0,9,-88,-14
1886,8,-9999,-9999,4,-16,1,9,-85,-13
1887,9,-9999,-9999,6,-11,1,11,-83,-11
1888,9,-9999,-9999,8,-11,1,11,-86,-11
1889,11,-9999,-9999,10,-1,7,13,-81,-7
1890,13,-135,2,7,-2,5,13,-86,-23
1891,9,-136,1,9,-8,2,10,-88,-25
1892,9,-135,1,8,-8,2,9,-86,-25
1893,12,-135,2,8,-7,8,12,-86,-23
1894,15,-133,3,9,-2,7,14,-88,-22
1895,16,-131,3,6,-2,6,16,-69,-19
1896,17,-127,4,13,-1,8,3,-50,-17
1897,18,-107,4,13,-2,-9999,6,-25,-13
1898,17,-94,4,13,-3,-9999,4,-8,-10
1899,20,-71,5,14,-2,-9999,5,11,-3
1900,18,-26,4,15,-3,-9999,1,14,3
1901,16,-10,3,14,-3,-9999,15,15,7
1902,16,-2,4,13,-2,-9999,14,13,8
1903,15,-2,3,10,-14,-9999,13,8,5
1904,14,-3,3,10,-16,-9999,12,5,4
1905,14,-11,3,12,-15,-9999,13,7,3
1906,14,-22,4,12,-15,-9999,13,7,2
1907,14,-34,3,9,-16,-9999,12,6,-1
1908,13,-49,3,6,-19,-9999,11,-14,-7
1909,13,-62,3,6,-18,-9999,11,-17,-9
1910,13,-72,3,9,-17,-9999,11,-20,-10
1911,15,-78,4,10,-7,-9999,13,3,-6
1912,15,-71,4,12,-4,-9999,14,1,-4
1913,13,-80,3,6,-14,-9999,13,-16,-11
1914,13,-83,3,5,-17,-9999,12,-22,-13
1915,15,-84,4,9,-14,-9999,13,-20,-11
1916,14,-86,4,8,-14,-9999,13,-23,-12
1917,14,-88,4,8,-16,-9999,12,-25,-13
1918,14,-92,4,9,-15,-9999,13,-27,-13
1919,16,-92,6,8,-1,-9999,14,-21,-10
1920,16,-96,5,12,-2,-9999,15,1,-7
1921,14,-94,4,10,-14,-9999,14,-17,-12
1922,15,-94,4,10,-14,-9999,14,-22,-12
1923,16,-94,5,9,-12,-9999,14,-12,-11
1924,17,-86,7,13,-1,-9999,16,0,-5
1925,16,-81,5,11,-8,-9999,15,-2,-6
1926,17,-45,7,12,-2,-9999,1,6,-1
1927,17,-43,6,13,-4,-9999,16,2,1
1928,16,-51,5,11,-6,-9999,15,-2,-2
1929,17,-57,6,10,-4,-9999,16,-5,-2
1930,17,-51,7,14,-1,-9999,16,-7,-1
1931,16,-60,6,11,-4,-9999,15,-9,-4
1932,16,-69,6,11,-8,-9999,15,-12,-6
1933,18,-75,7,11,-1,-9999,16,-12,-5
1934,17,-80,6,11,-5,-9999,15,-19,-8
1935,16,-84,6,10,-12,-9999,15,-23,-10
1936,19,-84,7,14,-1,-9999,0,-10,-8
1937,17,-85,6,12,-3,-9999,0,-19,-10
1938,17,-88,6,12,-4,-9999,16,-24,-9
1939,16,-87,5,10,-4,-9999,16,-13,-8
1940,16,-90,5,9,-4,-9999,15,-10,-8
1941,16,-92,5,9,-6,-9999,15,-12,-9
1942,16,-93,6,10,-4,-9999,15,-14,-9
1943,16,-95,5,9,-10,-9999,14,-15,-11
1944,16,-94,6,10,-3,-9999,14,-15,-9
1945,16,-97,6,10,-8,-9999,15,-39,-14
1946,16,-101,6,10,-11,-9999,14,-42,-15
1947,17,-109,7,11,-7,-9999,15,-45,-16
1948,16,-115,6,10,-12,-9999,14,-50,-19
1949,16,-121,6,10,-13,-9999,14,-54,-20
1950,16,-124,7,10,-14,-9999,14,-58,-21
1951,16,-125,7,11,-11,-9999,14,-61,-21
1952,16,-126,7,12,-2,-9999,14,-61,-20
1953,16,-128,6,11,-12,-9999,14,-65,-23
1954,16,-130,6,11,-12,-9999,14,-67,-23
1955,16,-132,7,11,-14,-9999,13,-71,-24
1956,16,-133,7,11,-14,-9999,13,-75,-25
1957,18,-133,8,12,-14,-9999,14,-78,-25
1958,17,-133,8,14,-5,-9999,14,-66,-22
1959,17,-133,6,10,-16,-9999,12,-72,-25
1960,16,-132,5,9,-18,-9999,11,-79,-27
1961,18,-137,6,13,-14,-9999,13,-81,-26
1962,19,-137,7,12,-12,-9999,13,-84,-26
1963,18,-137,8,12,-3,-9999,12,-87,-25
1964,18,-138,7,12,-8,-9999,11,-89,-27
1965,17,-137,7,13,-12,-9999,11,-92,-28
1966,16,-137,6,10,-17,-9999,9,-94,-30
1967,16,-139,6,10,-18,-9999,8,-99,-31
1968,16,-140,6,10,-20,-9999,8,-104,-32
1969,16,-141,5,10,-19,-9999,7,-110,-33
1970,18,-143,6,11,-24,-9999,8,-113,-34
1971,19,-144,7,11,-28,-9999,8,-115,-35
1972,19,-144,7,10,-34,-9999,6,-120,-37
1973,21,-142,9,13,-4,-9999,8,-123,-31
1974,19,-133,9,17,-1,-9999,12,-125,-29
1975,17,-121,6,13,-12,-9999,10,-122,-30
1976,18,-122,7,12,-11,-9999,9,-120,-30
1977,20,-107,9,17,2,-9999,2,10,-7
1978,19,-4,8,14,-4,-9999,3,13,7
1979,18,-55,7,16,-12,-9999,1,8,-2
1980,19,-72,6,18,-14,-9999,16,-2,-4
1981,20,-77,7,18,-15,-9999,15,-18,-7
1982,20,-81,7,18,-16,-9999,15,-23,-9
1983,19,-85,7,17,-19,-9999,13,-29,-11
1984,18,-94,6,16,-22,-9999,12,-33,-14
1985,19,-101,7,17,-33,-9999,12,-41,-17
1986,19,-106,7,18,-27,-9999,11,-44,-17
1987,19,-112,7,18,-32,-9999,10,-51,-20
1988,19,-117,7,18,-32,-9999,9,-55,-22
1989,19,-120,7,17,-33,-9999,8,-61,-23
1990,20,-120,8,18,-15,-9999,10,-34,-16
1991,21,-123,8,18,-16,-9999,10,-13,-14
1992,21,-112,10,18,-1,-9999,10,-21,-11
1993,21,-103,9,18,-1,-9999,14,-4,-7
1994,20,-78,8,18,-17,-9999,14,-6,-6
1995,20,-74,8,18,-16,-9999,14,-11,-6
1996,21,4,10,19,-4,-9999,14,-21,6
1997,20,5,8,19,-17,-9999,14,-23,4
1998,21,-26,8,18,-16,-9999,13,-25,-1
1999,21,-47,9,18,-15,-9999,13,-23,-3
2000,19,-62,8,18,-15,-9999,12,-8,-4
2001,18,-70,7,18,-18,-9999,11,-2,-5
2002,19,-78,7,17,-19,-9999,10,-18,-9
2003,20,-83,8,19,-23,-9999,10,-18,-10
2004,20,-89,7,18,-27,-9999,9,-27,-13
2005,22,0,10,19,-4,-9999,2,24,10
2006,20,8,9,17,-7,-9999,0,17,9
2007,22,5,9,18,-3,-9999,1,2,8
2008,22,0,9,18,-2,-9999,1,17,9
2009,21,-13,8,19,-10,-9999,1,12,5
2010,19,-25,7,18,-16,-9999,15,-5,2
2011,20,-39,7,19,-16,-9999,15,-16,-1
2012,19,-55,7,18,-17,-9999,14,-26,-6
